protocol,scenario,aggregation,group,measurements,unique_molecules,pathogens,right_censored_measurements,left_censored_measurements,double_angle_measurements,r2,mae,rmse,spearman,pearson,r2_sample_sd,mae_sample_sd,rmse_sample_sd,spearman_sample_sd,pearson_sample_sd,r2_paper_legacy,mae_paper_legacy,rmse_paper_legacy,spearman_paper_legacy,pearson_paper_legacy,r2_multiplier_2,mae_multiplier_2,rmse_multiplier_2,spearman_multiplier_2,pearson_multiplier_2,delta_r2_vs_paper_legacy,delta_r2_vs_multiplier_2,delta_mae_vs_paper_legacy,delta_mae_vs_multiplier_2,delta_rmse_vs_paper_legacy,delta_rmse_vs_multiplier_2,delta_spearman_vs_paper_legacy,delta_spearman_vs_multiplier_2,delta_pearson_vs_paper_legacy,delta_pearson_vs_multiplier_2
strain,paper_legacy,pooled,all_groups_pooled,86358,16560.0,1204.0,14939,400,18,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,0.0,7.863497259674723e-05,0.0,-8.61561525815624e-05,0.0,-6.42927325297249e-05,0.0,9.757824164557949e-05,0.0,6.157922073413147e-05
strain,paper_legacy,mean_across_groups,mean_across_groups,86358,,,14939,400,18,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.14634210383698681,0.07733873756815776,0.0861494236845103,0.1035835355423216,0.10070161554236623,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,0.0,0.0001359846635458073,0.0,-9.221084395305557e-05,0.0,-8.39001527292993e-05,0.0,0.00011200246942077996,0.0,8.036955731682838e-05
strain,right_censored_multiplier_1,group,0,71405,15890.0,431.0,12423,286,0,0.4078345143648704,0.5289120300515401,0.6858874635044897,0.6307478403422928,0.6464365102067248,,,,,,0.41380215908332696,0.5536151569261932,0.7138597898110787,0.6323248775859809,0.6457931735938808,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,-0.005967644718456566,-0.005884411805963774,-0.024703126874653147,-0.024783372293344597,-0.027972326306588968,-0.02802761468863646,-0.001577037243688073,-0.0014796674111575703,0.0006433366128439921,0.0007113539207643793
strain,right_censored_multiplier_1,group,1,8146,5292.0,412.0,1129,49,0,0.6888556811470947,0.41156263081414735,0.5550114733341897,0.8315825826511488,0.831796633415091,,,,,,0.6837493199500865,0.4211080911098371,0.5713910781489364,0.8323597111118026,0.8325692826923179,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,0.005106361197008247,0.005148580747035281,-0.009545460295689756,-0.009730231960104141,-0.016379604814746762,-0.016576970773943822,-0.0007771284606538087,-0.0007756064369431881,-0.0007726492772268667,-0.0007707772212875996
strain,right_censored_multiplier_1,group,2,6789,4739.0,419.0,1387,65,0,0.6389059339109144,0.400271849277498,0.5303107731372633,0.780965378662255,0.8060969906090494,,,,,,0.6467269101135311,0.4182584466853915,0.5587078002459894,0.7790134368093543,0.8044381045705238,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,-0.00782097620261668,-0.007538474674499307,-0.017986597407893545,-0.017998212856647045,-0.02839702710872616,-0.028396073225669394,0.001951941852900707,0.0021890574049218126,0.0016588860385255977,0.0018301053466159845
strain,right_censored_multiplier_1,pooled,all_groups_pooled,86340,16558.0,1204.0,14939,400,0,0.46025969664114486,0.5077252522722632,0.663506750766015,0.6669489706112398,0.6835025518020379,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,-0.0035884653950473133,-0.003509830422450566,-0.02274345972924674,-0.022829615881828302,-0.026994961477155965,-0.02705925420968569,-0.001151881316065917,-0.0010543030744203374,0.0009268002891176241,0.0009883795098517556
strain,right_censored_multiplier_1,mean_across_groups,mean_across_groups,86340,,,14939,400,0,0.5785320431409599,0.44691550338106184,0.5904032366586476,0.7477652672185656,0.7614433780769551,0.1499232438947927,0.07123512635241078,0.0836089668027048,0.10445254415030397,0.10042436284627346,0.5814261297156482,0.46432723157380734,0.6146528894020015,0.7478993418357126,0.7609335202855743,0.5812901450521024,0.4644194424177604,0.6147367895547308,0.7477873393662918,0.7608531507282574,-0.0028940865746883704,-0.002758101911142563,-0.0174117281927455,-0.017503939036698557,-0.02424965274335389,-0.024333552896083188,-0.0001340746171469842,-2.207214772620425e-05,0.0005098577913807967,0.000590227348697625
strain,right_censored_multiplier_2,group,0,71405,15890.0,431.0,12423,286,0,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,,,,,,0.41380215908332696,0.5536151569261932,0.7138597898110787,0.6323248775859809,0.6457931735938808,0.41371892617083417,0.5536954023448847,0.7139150781931262,0.6322275077534504,0.6457251562859604,-8.323291249279219e-05,0.0,8.024541869144919e-05,0.0,5.5288382047491424e-05,0.0,-9.73698325305028e-05,0.0,-6.801730792038718e-05,0.0
strain,right_censored_multiplier_2,group,1,8146,5292.0,412.0,1129,49,0,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,,,,,,0.6837493199500865,0.4211080911098371,0.5713910781489364,0.8323597111118026,0.8325692826923179,0.6837071004000594,0.4212928627742515,0.5715884441081335,0.832358189088092,0.8325674106363786,-4.2219550027033925e-05,0.0,0.00018477166441438486,0.0,0.00019736595919706001,0.0,-1.5220237106206014e-06,0.0,-1.8720559392670921e-06,0.0
strain,right_censored_multiplier_2,group,2,6789,4739.0,419.0,1387,65,0,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,,,,,,0.6467269101135311,0.4182584466853915,0.5587078002459894,0.7790134368093543,0.8044381045705238,0.6464444085854137,0.418270062134145,0.5587068463629327,0.7787763212573332,0.8042668852624334,-0.0002825015281173737,0.0,1.161544875349918e-05,0.0,-9.538830567645817e-07,0.0,-0.00023711555202110546,0.0,-0.00017121930809038677,0.0
strain,right_censored_multiplier_2,pooled,all_groups_pooled,86340,16558.0,1204.0,14939,400,0,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,,,,,,0.46384816203619217,0.5304687120015099,0.6905017122431709,0.6681008519273057,0.6825757515129203,0.4637695270635954,0.5305548681540915,0.6905660049757006,0.6680032736856601,0.6825141722921861,-7.863497259674723e-05,0.0,8.61561525815624e-05,0.0,6.42927325297249e-05,0.0,-9.757824164557949e-05,0.0,-6.157922073413147e-05,0.0
