left_candidate_row,right_candidate_row,tanimoto
12,19,0.14594594594594595
12,20,0.24
12,21,0.125
12,22,0.7285714285714285
12,23,0.22613065326633167
12,24,0.12209302325581395
12,25,0.572463768115942
12,26,0.4810126582278481
12,27,0.25773195876288657
12,28,0.5034965034965035
12,29,0.5034965034965035
12,30,0.3141025641025641
12,31,0.5472972972972973
12,32,0.3027027027027027
12,33,0.2774566473988439
12,34,0.4852941176470588
12,35,0.25842696629213485
12,36,0.2568306010928962
12,37,0.23728813559322035
12,38,0.20994475138121546
12,39,0.2222222222222222
12,40,0.25380710659898476
12,41,0.5808823529411765
12,42,0.20652173913043478
12,43,0.2538860103626943
12,44,0.2538860103626943
12,45,0.22839506172839505
12,46,0.24456521739130435
12,47,0.265625
12,48,0.27807486631016043
12,49,0.27419354838709675
12,50,0.24864864864864866
12,51,0.1206896551724138
12,52,0.6357142857142857
12,53,0.577922077922078
12,54,0.2731707317073171
12,55,0.6357142857142857
12,56,0.14689265536723164
12,57,0.2198952879581152
12,58,0.7310344827586207
12,59,0.2222222222222222
12,60,0.2328042328042328
12,61,0.16494845360824742
12,62,0.22282608695652173
12,63,0.1956521739130435
12,64,0.18435754189944134
12,65,0.16756756756756758
12,66,0.17543859649122806
12,67,0.6216216216216216
12,68,0.22994652406417113
12,69,0.2878787878787879
12,70,0.5962732919254659
12,71,0.1564245810055866
12,72,0.225130890052356
12,73,0.25862068965517243
13,14,0.17415730337078653
13,15,0.7714285714285715
13,16,0.6016260162601627
13,17,0.3588235294117647
13,18,0.4050632911392405
13,19,0.6153846153846154
13,20,0.461038961038961
13,21,0.509090909090909
13,22,0.1774193548387097
13,23,0.32335329341317365
13,24,0.5887850467289719
13,25,0.17575757575757575
13,26,0.14673913043478262
13,27,0.45394736842105265
13,28,0.2229299363057325
13,29,0.2229299363057325
13,30,0.46774193548387094
13,31,0.15730337078651685
13,32,0.5244755244755245
13,33,0.45588235294117646
13,34,0.20134228187919462
13,35,0.5343511450381679
13,36,0.42758620689655175
13,37,0.35172413793103446
13,38,0.7818181818181819
13,39,0.49640287769784175
13,40,0.4088050314465409
13,41,0.17791411042944785
13,42,0.5075757575757576
13,43,0.4797297297297297
13,44,0.4697986577181208
13,45,0.4426229508196721
13,46,0.5259259259259259
13,47,0.4864864864864865
13,48,0.3935483870967742
13,49,0.6090225563909775
13,50,0.6507936507936508
13,51,0.5925925925925926
13,52,0.1638418079096045
13,53,0.1518324607329843
13,54,0.40828402366863903
13,55,0.1839080459770115
13,56,0.6363636363636364
13,57,0.42857142857142855
13,58,0.15151515151515152
13,59,0.4797297297297297
13,60,0.627906976744186
13,61,0.4
13,62,0.5658914728682171
13,63,0.7433628318584071
13,64,0.6875
13,65,0.6782608695652174
13,66,0.6792452830188679
13,67,0.1793478260869565
13,68,0.5681818181818182
13,69,0.46835443037974683
13,70,0.17
13,71,0.6428571428571429
13,72,0.5984848484848485
13,73,0.568
14,15,0.19428571428571428
14,16,0.17647058823529413
14,17,0.27638190954773867
14,18,0.2564102564102564
14,19,0.14594594594594595
14,20,0.24
14,21,0.125
14,22,0.7285714285714285
14,23,0.22613065326633167
14,24,0.12209302325581395
14,25,0.572463768115942
14,26,0.4810126582278481
14,27,0.25773195876288657
14,28,0.5034965034965035
14,29,0.5034965034965035
14,30,0.3141025641025641
14,31,0.5472972972972973
14,32,0.3027027027027027
14,33,0.2774566473988439
14,34,0.4852941176470588
14,35,0.25842696629213485
14,36,0.2568306010928962
14,37,0.23728813559322035
14,38,0.20994475138121546
14,39,0.2222222222222222
14,40,0.25380710659898476
14,41,0.5808823529411765
14,42,0.20652173913043478
14,43,0.2538860103626943
14,44,0.2538860103626943
14,45,0.22839506172839505
14,46,0.24456521739130435
14,47,0.265625
14,48,0.27807486631016043
14,49,0.27419354838709675
14,50,0.24864864864864866
14,51,0.1206896551724138
14,52,0.6357142857142857
14,53,0.577922077922078
14,54,0.2731707317073171
14,55,0.6357142857142857
14,56,0.14689265536723164
14,57,0.2198952879581152
14,58,0.7310344827586207
14,59,0.2222222222222222
14,60,0.2328042328042328
14,61,0.16494845360824742
14,62,0.22282608695652173
14,63,0.1956521739130435
14,64,0.18435754189944134
14,65,0.16756756756756758
14,66,0.17543859649122806
14,67,0.6216216216216216
14,68,0.22994652406417113
14,69,0.2878787878787879
14,70,0.5962732919254659
14,71,0.1564245810055866
14,72,0.225130890052356
14,73,0.25862068965517243
15,16,0.5390625
15,17,0.3430232558139535
15,18,0.37888198757763975
15,19,0.6578947368421053
15,20,0.39751552795031053
15,21,0.509090909090909
15,22,0.2032967032967033
15,23,0.3987341772151899
15,24,0.6190476190476191
15,25,0.1901840490797546
15,26,0.14054054054054055
15,27,0.389937106918239
15,28,0.2
15,29,0.2
15,30,0.4796747967479675
15,31,0.1839080459770115
15,32,0.5244755244755245
15,33,0.44525547445255476
15,34,0.18543046357615894
15,35,0.5227272727272727
15,36,0.42758620689655175
15,37,0.3900709219858156
15,38,0.8148148148148148
15,39,0.475177304964539
15,40,0.3493975903614458
15,41,0.18518518518518517
15,42,0.48507462686567165
15,43,0.4797297297297297
15,44,0.4897959183673469
15,45,0.4426229508196721
15,46,0.5725190839694656
15,47,0.4965986394557823
15,48,0.4117647058823529
15,49,0.5735294117647058
15,50,0.6507936507936508
15,51,0.638095238095238
15,52,0.1839080459770115
15,53,0.17647058823529413
15,54,0.4
15,55,0.21893491124260356
15,56,0.6666666666666666
15,57,0.4482758620689655
15,58,0.193717277486911
15,59,0.5
15,60,0.6666666666666666
15,61,0.4
15,62,0.578125
15,63,0.8584905660377359
15,64,0.75
15,65,0.7387387387387387
15,66,0.6036036036036037
15,67,0.2122905027932961
15,68,0.6299212598425197
15,69,0.45
15,70,0.19387755102040816
15,71,0.6576576576576577
15,72,0.562962962962963
15,73,0.5806451612903226
16,17,0.3595505617977528
16,18,0.3390804597701149
16,19,0.6
16,20,0.5838926174496645
16,21,0.4628099173553719
16,22,0.17346938775510204
16,23,0.3567251461988304
16,24,0.6017699115044248
16,25,0.1452513966480447
16,26,0.15025906735751296
16,27,0.45
16,28,0.18023255813953487
16,29,0.18023255813953487
16,30,0.36879432624113473
16,31,0.12435233160621761
16,32,0.5793103448275863
16,33,0.3227848101265823
16,34,0.14457831325301204
16,35,0.4228187919463087
16,36,0.27485380116959063
16,37,0.21052631578947367
16,38,0.5923076923076923
16,39,0.32727272727272727
16,40,0.41566265060240964
16,41,0.1404494382022472
16,42,0.3548387096774194
16,43,0.3142857142857143
16,44,0.3142857142857143
16,45,0.48412698412698413
16,46,0.6194029850746269
16,47,0.3588235294117647
16,48,0.4276729559748428
16,49,0.4240506329113924
16,50,0.7244094488188977
16,51,0.5641025641025641
16,52,0.13612565445026178
16,53,0.14925373134328357
16,54,0.4228571428571429
16,55,0.15425531914893617
16,56,0.5655737704918032
16,57,0.3393939393939394
16,58,0.16019417475728157
16,59,0.36904761904761907
16,60,0.6742424242424242
16,61,0.44594594594594594
16,62,0.4105960264900662
16,63,0.5522388059701493
16,64,0.5503875968992248
16,65,0.5111111111111111
16,66,0.4881889763779528
16,67,0.15736040609137056
16,68,0.5912408759124088
16,69,0.49079754601226994
16,70,0.16113744075829384
16,71,0.5853658536585366
16,72,0.6691729323308271
16,73,0.39864864864864863
17,18,0.5705882352941176
17,19,0.3220338983050847
17,20,0.5976331360946746
17,21,0.2865853658536585
17,22,0.3333333333333333
17,23,0.30392156862745096
17,24,0.25
17,25,0.2918918918918919
17,26,0.3473684210526316
17,27,0.7161290322580646
17,28,0.22797927461139897
17,29,0.22797927461139897
17,30,0.41875
17,31,0.3351063829787234
17,32,0.5114942528735632
17,33,0.62
17,34,0.23756906077348067
17,35,0.5279503105590062
17,36,0.6688741721854304
17,37,0.564935064935065
17,38,0.37714285714285717
17,39,0.6012658227848101
17,40,0.68125
17,41,0.27419354838709675
17,42,0.5061728395061729
17,43,0.6196319018404908
17,44,0.6097560975609756
17,45,0.4258064516129032
17,46,0.4342857142857143
17,47,0.6257668711656442
17,48,0.6211180124223602
17,49,0.5416666666666666
17,50,0.44571428571428573
17,51,0.24
17,52,0.29381443298969073
17,53,0.3520408163265306
17,54,0.725609756097561
17,55,0.3072916666666667
17,56,0.2430939226519337
17,57,0.5644171779141104
17,58,0.3062200956937799
17,59,0.5348837209302325
17,60,0.45714285714285713
17,61,0.5121951219512195
17,62,0.4034090909090909
17,63,0.3370165745856354
17,64,0.3684210526315789
17,65,0.3076923076923077
17,66,0.3273809523809524
17,67,0.297029702970297
17,68,0.40782122905027934
17,69,0.6198830409356725
17,70,0.36764705882352944
17,71,0.2937853107344633
17,72,0.4463276836158192
17,73,0.45180722891566266
18,19,0.3888888888888889
18,20,0.48295454545454547
18,21,0.3032258064516129
18,22,0.3076923076923077
18,23,0.25365853658536586
18,24,0.2875
18,25,0.3068181818181818
18,26,0.26666666666666666
18,27,0.5207100591715976
18,28,0.2127659574468085
18,29,0.2127659574468085
18,30,0.5244755244755245
18,31,0.2804232804232804
18,32,0.4853801169590643
18,33,0.5394736842105263
18,34,0.25
