species,atcc_number,accepted_name,strain_designation,biosafety_level,has_genome,genome_url,type_strain,web_available,isolation_source,category
Trichosporon asahii,201110,Trichosporon asahii,TIMM 1318 [Kobayashi-1],BSL 1,True,https://genomes.atcc.org/genomes/b7621150fd7849ee,False,True,Bird droppings,Fungi
Trichosporon asahii,90039,Trichosporon asahii,CBS 2479 [JCM 2466],BSL 2,True,https://genomes.atcc.org/genomes/8a01bd4ec81448cf,True,True,Skin,Fungi
Trichosporon asahii,MYA-1296,Trichosporon asahii,OMU239 [TIMM4014],BSL 2,False,,False,True,"Blood; isolated January 6, 1992",Fungi
Magnusiomyces capitatus,200926,Magnusiomyces capitatus,4,BSL 2,False,,False,True,Blood of man with acute lymphoblastic leukemia,Fungi
Magnusiomyces capitatus,200924,Magnusiomyces capitatus,2,BSL 2,False,,False,True,Urine of man with advanced prostatic cancer,Fungi
Magnusiomyces capitatus,200923,Magnusiomyces capitatus,1,BSL 2,False,,False,True,Urine of man with advanced prostatic cancer,Fungi
Magnusiomyces capitatus,201230,Magnusiomyces capitatus,,BSL 2,False,,False,True,Oral mucosa of 55-year-old man with acute myeloid leukemia,Fungi
Magnusiomyces capitatus,200558,Magnusiomyces capitatus,2967,BSL 2,False,,False,True,Bovine mastitis secretions,Fungi
Magnusiomyces capitatus,28576,Magnusiomyces capitatus,"CBS 5582 [CBS 578.82, IGC 3709]",BSL 1,True,https://genomes.atcc.org/genomes/5086273f3fac4d35,False,True,Sputum,Fungi
Magnusiomyces capitatus,62964,Magnusiomyces capitatus,534,BSL 1,False,,False,True,Clinical isolate,Fungi
Magnusiomyces capitatus,62963,Magnusiomyces capitatus,533,BSL 1,False,,False,True,Clinical isolate,Fungi
Magnusiomyces capitatus,46132,Magnusiomyces capitatus,M425A [CBS 207.83],BSL 2,False,,True,True,Sputum,Fungi
Magnusiomyces capitatus,28575,Magnusiomyces capitatus,CBS 2459 [CBS 572.82],BSL 1,False,,False,True,Wood pulp,Fungi
Magnusiomyces capitatus,28591,Magnusiomyces capitatus,CBS 2460 [CBS 573.82],BSL 1,False,,False,True,Compressed yeast,Fungi
Magnusiomyces capitatus,36553,Magnusiomyces capitatus,791/75 ,BSL 1,False,,False,True,Fingernail,Fungi
Magnusiomyces capitatus,MYA-914,Magnusiomyces capitatus,1 [IHEM 17457],BSL 2,False,,False,True,Nail,Fungi
Magnusiomyces capitatus,200929,Magnusiomyces capitatus,7,BSL 2,False,,False,True,Blood of man with myeloma,Fungi
Magnusiomyces capitatus,200928,Magnusiomyces capitatus,6,BSL 2,False,,False,True,Blood of man with myeloma,Fungi
Magnusiomyces capitatus,200927,Magnusiomyces capitatus,5,BSL 2,False,,False,True,Blood of man with acute lymphoblastic leukemia,Fungi
Magnusiomyces capitatus,200925,Magnusiomyces capitatus,3,BSL 2,False,,False,True,Blood of man with acute lymphoblastic leukemia,Fungi
Magnusiomyces capitatus,10663,Magnusiomyces capitatus,"NRRL Y-1487 [CBS 2364, CBS 571.82, FMJ 15014, IFO 1197, JCM 6258]",BSL 1,False,,True,True,Wood pulp,Fungi
Rhizopus arrhizus,56536,Rhizopus arrhizus,"CBS 112.07 [NRRL 3133, VKM F-1414]",BSL 1,True,https://genomes.atcc.org/genomes/581fddf2c2d142d0,True,True,Postmortem lung issue of man with acute lymphoblastic leukemia,Fungi
Rhizopus microsporus,1227b,Rhizopus microsporus,,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,52814,Rhizopus microsporus,CBS 700.68 [VKM F-774],BSL 1,False,,False,True,Forest soil,Fungi
Rhizopus microsporus,66276,Rhizopus microsporus,RV 62915 [B51321],BSL 2,False,,False,True,Dialysis patient with mucormycosis,Fungi
Rhizopus microsporus,60742,Rhizopus microsporus,UNB 308 (+) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,60740,Rhizopus microsporus,UNB 306 (+) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,60743,Rhizopus microsporus,UNB 318 (-) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,60744,Rhizopus microsporus,UNB 319 (-) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,60745,Rhizopus microsporus,UNB 320 (+) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,60741,Rhizopus microsporus,UNB 307 (-) ,BSL 1,False,,False,True,"Mutant derived from CBS 700.68, ATCC 52814",Fungi
Rhizopus microsporus,52812,Rhizopus microsporus,"CBS 262.28 [Scholer M214, VKM F-1360]",BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,52813,Rhizopus microsporus,CBS 699.68 [VKM F-733],BSL 1,False,,False,True,Soil,Fungi
Rhizopus microsporus,52811,Rhizopus microsporus,"CBS 261.28 [Scholer M213, VKM F-1361]",BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,52804,Rhizopus microsporus,IMI 190511 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,52806,Rhizopus microsporus,IMI 202612 ,BSL 1,False,,False,True,Pinus caribaea,Fungi
Rhizopus microsporus,52805,Rhizopus microsporus,IMI 193591 ,BSL 1,False,,False,True,Soil,Fungi
Rhizopus microsporus,58839,Rhizopus microsporus,UNB 309(+)ade-2 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58840,Rhizopus microsporus,UNB 310(-)arg ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58838,Rhizopus microsporus,UNB 305(+)sul ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58841,Rhizopus microsporus,UNB 312(-)ade-2 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58836,Rhizopus microsporus,UNB 303(+)ade-1 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58835,Rhizopus microsporus,UNB 302(-)ade-1 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58837,Rhizopus microsporus,UNB 304(-)sul ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,58834,Rhizopus microsporus,UNB 300(+)arg ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,46352,Rhizopus microsporus,NRRL 6256 ,BSL 1,False,,False,True,Rabbit dung,Fungi
Rhizopus microsporus,46351,Rhizopus microsporus,NRRL 6255 ,BSL 1,False,,False,True,Sludge,Fungi
Rhizopus microsporus,52807,Rhizopus microsporus,IMI 130842 [CBS 631.82],BSL 1,False,,True,True,Bread,Fungi
Rhizopus microsporus,62417,Rhizopus microsporus,Rh-2 ,BSL 1,False,,False,True,Rice seedlings,Fungi
Rhizopus microsporus,42475,Rhizopus microsporus,CCF 1509 [2670],BSL 2,False,,False,True,Fetal calf stomach contents,Fungi
Rhizopus microsporus,52808,Rhizopus microsporus,IMI 158738 ,BSL 1,False,,False,True,Soil,Fungi
Rhizopus microsporus,42222,Rhizopus microsporus,NRRL 2549 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,52314,Rhizopus microsporus,NRRL 1471 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,48608,Rhizopus microsporus,CBS 227.75,BSL 1,False,,False,True,Plus strain,Fungi
Rhizopus microsporus,56022,Rhizopus microsporus,AS 3.2746 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,56020,Rhizopus microsporus,AS 3.3608 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,56029,Rhizopus microsporus,AS 3.2686 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,56028,Rhizopus microsporus,AS 3.2685 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,56018,Rhizopus microsporus,AS 3.948 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,56019,Rhizopus microsporus,AS 3.2895 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,46922,Rhizopus microsporus,,BSL 1,False,,False,True,Hibiscus leaves,Fungi
Rhizopus microsporus,46436,Rhizopus microsporus,U-1 [OUT 1221],BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,46356,Rhizopus microsporus,NRRL 6260 ,BSL 1,False,,False,True,Ground corn,Fungi
Rhizopus microsporus,46354,Rhizopus microsporus,NRRL 6258 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,46355,Rhizopus microsporus,NRRL 6259 ,BSL 1,False,,False,True,Soil,Fungi
Rhizopus microsporus,46350,Rhizopus microsporus,NRRL 6254 ,BSL 1,False,,False,True,Soil,Fungi
Rhizopus microsporus,46349,Rhizopus microsporus,NRRL 6253 ,BSL 1,False,,False,True,Pocket mouse lung,Fungi
Rhizopus microsporus,208864,Rhizopus microsporus var. tuberosus,R125 ,BSL 1,False,,True,True,Koji,Fungi
Rhizopus microsporus,32620,Rhizopus microsporus,74-8524 ,BSL 2,False,,False,True,Bovine abomasum,Fungi
Rhizopus microsporus,32619,Rhizopus microsporus,74-8054 ,BSL 2,False,,False,True,Porcine stomach ulcer,Fungi
Rhizopus microsporus,42406,Rhizopus microsporus,1064,BSL 2,False,,False,False,,Fungi
Rhizopus microsporus,11559,Rhizopus microsporus,CBS 344.29 [VKM F-1091],BSL 1,False,,True,True,,Fungi
Rhizopus microsporus,MYA-3790,Rhizopus microsporus var. rhizopodiformis,191,BSL 2,False,,False,True,,Fungi
Rhizopus microsporus,200758,Rhizopus microsporus,SUM 3104 ,BSL 1,False,,False,True,Gastric cancerous ulcer,Fungi
Rhizopus microsporus,14050,Rhizopus microsporus,2176,BSL 2,False,,False,True,Fatal human Rhizopus infection,Fungi
Rhizopus microsporus,22960,Rhizopus microsporus,NRRL 2870 ,BSL 1,False,,False,True,Fermented rice,Fungi
Rhizopus microsporus,22958,Rhizopus microsporus,NRRL 3671 ,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,76011,Rhizopus microsporus var. oligosporus,"UQM 145F [ACM 145F, ACM 4668, ATCC 96528, FRR 2458]",BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,60826,Rhizopus microsporus var. oligosporus,NRRL 5905,BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,42649,Rhizopus microsporus var. oligosporus,NRRL 5865,BSL 1,False,,False,True,,Fungi
Rhizopus microsporus,48109,Rhizopus microsporus var. oligosporus,,BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,48010,Rhizopus microsporus var. oligosporus,"NRRL 6203 [CBS 339.62, NRRL A-9848, Scholer M 226, VKM F1415]",BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,48012,Rhizopus microsporus var. oligosporus,NRRL 6495 [NRRL A-9868],BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,48011,Rhizopus microsporus var. oligosporus,NRRL 6205 [NRRL A-9867],BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,46348,Rhizopus microsporus var. oligosporus,"NRRL 514 [CBS 337.62, Scholer M 225]",BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,64063,Rhizopus microsporus var. oligosporus,CT11K2,BSL 1,False,,False,True,Tempeh,Fungi
Rhizopus microsporus,24793,Rhizopus microsporus,,BSL 2,False,,False,False,Mucormycosis of swine,Fungi
Rhizopus microsporus,22959,Rhizopus microsporus var. oligosporus,"NRRL 2710 [CBS 338.62, IFO 8631, IMI 174457, Scholer M 140]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,24905,Mucor circinelloides,"IM80 [CCUG 22422, CBS 416.77, CCM F-220, DSM 1191]",BSL 1,True,https://genomes.atcc.org/genomes/88c6e4886bf54865,False,True,Rice fermentations,Fungi
Mucor circinelloides,26759,Mucor circinelloides f. circinelloides,1463(62) ,BSL 1,True,https://genomes.atcc.org/genomes/fda53d456ad146f8,False,True,Torn wounds,Fungi
Mucor circinelloides,15242,Mucor circinelloides f. circinelloides,3423,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,1209b,Mucor circinelloides f. circinelloides,,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,22363,Mucor circinelloides f. griseocyanus,CBS 116.08 [NRRL A-7420],BSL 1,False,,True,True,Soil,Fungi
Mucor circinelloides,22362,Mucor circinelloides f. janssenii,CBS 205.68 [NRRL 3826],BSL 1,False,,False,True,Forest soil,Fungi
Mucor circinelloides,1207a,Mucor circinelloides f. griseocyanus," [CBS 223.56, FHP 753, IMI 116946]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,1207b,Mucor circinelloides f. griseocyanus,,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,1216a,Mucor circinelloides f. lusitanicus," [CBS 276.49, NRRL 3629]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,1216B,Mucor circinelloides f. lusitanicus," [CBS 277.49, NRRL 3631]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,58260,Mucor circinelloides,"MW p 72 [1 M, WFCC 216]",BSL 1,False,,False,True,Soil,Fungi
Mucor circinelloides,48558,Mucor circinelloides,,BSL 1,False,,False,True,Tomato in packing house,Fungi
Mucor circinelloides,56640,Mucor circinelloides,NRRL 1405 ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,8542,Mucor circinelloides f. circinelloides, [C81],BSL 1,False,,False,True,,Fungi
Mucor circinelloides,8770,Mucor circinelloides f. circinelloides,208,BSL 1,False,,False,True,Corn seed,Fungi
Mucor circinelloides,8097,Mucor circinelloides f. circinelloides,"704 [CBS 480.70 H, NRRL A-12315]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,8540,Mucor circinelloides f. circinelloides, [C973],BSL 1,False,,False,True,,Fungi
Mucor circinelloides,8541,Mucor circinelloides f. circinelloides," [C75, CBS 252.53, IMI 53584, VKM F-1232]",BSL 1,False,,False,True,,Fungi
Mucor circinelloides,7941,Mucor circinelloides f. circinelloides,65 [IMI 78379],BSL 1,False,,False,True,Horse dung ,Fungi
Mucor circinelloides,56649,Mucor circinelloides f. circinelloides,NRRL 1423 ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,56647,Mucor circinelloides f. circinelloides,NRRL 1421 ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,56641,Mucor circinelloides f. circinelloides,NRRL 1406 ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,38313,Mucor circinelloides f. circinelloides,3,BSL 1,False,,False,True,Tomatoes,Fungi
Mucor circinelloides,42258,Mucor circinelloides f. janssenii,"IFO 6746 [HUT 1154, KN-41]",BSL 1,False,,False,True,Soil,Fungi
Mucor circinelloides,42257,Mucor circinelloides f. janssenii,IFO 5398 ,BSL 1,False,,False,True,Air,Fungi
Mucor circinelloides,38592,Mucor circinelloides,NRRL 1545,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,MYA-4072,Mucor circinelloides,UNM C090803 ,BSL 1,False,,False,True,"Sabouraud dextran agar; isolated September 8, 2003",Fungi
Mucor circinelloides,90680,Mucor circinelloides f. lusitanicus,R7B [107],BSL 1,False,,False,True,Derived from ATCC 1216b,Fungi
Mucor circinelloides,56645,Mucor circinelloides f. griseocyanus,NRRL 1413 ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,MYA-3788,Mucor circinelloides,185,BSL 2,False,,False,True,,Fungi
Mucor circinelloides,MYA-3787,Mucor circinelloides,184,BSL 2,False,,False,True,,Fungi
Mucor circinelloides,11010,Mucor circinelloides f. circinelloides,SS 192 [CBS 480.70G],BSL 1,False,,False,True,,Fungi
Mucor circinelloides,18357,Mucor circinelloides f. janssenii,"VKM F-1092 [CBS 185.68, IMI 119347, IMI 129970, NRRL 3302, NRRL 5845, NRRL A-17767, VKM F-789]",BSL 1,False,,True,True,Soil,Fungi
Mucor circinelloides,200787,Mucor circinelloides,R5A ,BSL 1,False,,False,True,,Fungi
Mucor circinelloides,20132,Mucor circinelloides,KY402,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,14058,Lichtheimia corymbifera,2058 [ATCC 14108],BSL 2,False,,False,True,Sputum,Fungi
Lichtheimia corymbifera,8988,Lichtheimia corymbifera,217,BSL 1,False,,False,True,Peas,Fungi
Lichtheimia corymbifera,46771,Lichtheimia corymbifera,NRRL 2981 [CBS 429.75],BSL 2,False,,True,True,Soil,Fungi
Lichtheimia corymbifera,8991,Lichtheimia corymbifera,144,BSL 1,False,,False,True,Peas,Fungi
Lichtheimia corymbifera,66996,Lichtheimia corymbifera,,BSL 2,False,,False,True,Kidney biopsy of 24-year-old AIDS patient,Fungi
Lichtheimia corymbifera,66271,Lichtheimia corymbifera, [NCPF 2326],BSL 2,False,,False,True,Nose,Fungi
Lichtheimia corymbifera,48749,Lichtheimia corymbifera,DSA 4DB ,BSL 1,False,,False,True,Dalbergia sp. bark,Fungi
Lichtheimia corymbifera,48377,Lichtheimia corymbifera,A43 ,BSL 1,False,,False,True,Waste compost ,Fungi
Lichtheimia corymbifera,46775,Lichtheimia corymbifera,NRRL 6252 ,BSL 2,False,,False,True,Clinical isolate,Fungi
Lichtheimia corymbifera,46774,Lichtheimia corymbifera,NRRL 6251 ,BSL 2,False,,False,True,Clinical isolate,Fungi
Lichtheimia corymbifera,46772,Lichtheimia corymbifera,NRRL 6249 ,BSL 1,False,,False,True,Calf with stomatitis,Fungi
Lichtheimia corymbifera,46773,Lichtheimia corymbifera,NRRL 6250 ,BSL 2,False,,False,True,Clinical isolate,Fungi
Lichtheimia corymbifera,44568,Lichtheimia corymbifera,V.77/60 ,BSL 2,False,,False,True,"Liver of bank vole, Clethrionomys glareolus",Fungi
Lichtheimia corymbifera,7909,Lichtheimia corymbifera,,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,8995,Lichtheimia corymbifera,146,BSL 1,False,,False,True,Peas,Fungi
Lichtheimia corymbifera,8994,Lichtheimia corymbifera,145,BSL 1,False,,False,True,Peas,Fungi
Lichtheimia corymbifera,28223,Lichtheimia corymbifera,74-2524 ,BSL 2,False,,False,True,Bovine fetal brain,Fungi
Lichtheimia corymbifera,36512,Lichtheimia corymbifera,V 73/8 ,BSL 2,False,,False,True,Bovine stomach contents,Fungi
Lichtheimia corymbifera,MYA-3783,Lichtheimia corymbifera,189,BSL 2,False,,False,True,,Fungi
Lichtheimia corymbifera,MYA-3782,Lichtheimia corymbifera,188,BSL 2,False,,False,True,,Fungi
Lichtheimia corymbifera,MYA-3781,Lichtheimia corymbifera,186,BSL 2,False,,False,True,,Fungi
Lichtheimia corymbifera,32625,Lichtheimia corymbifera,75-2552 ,BSL 2,False,,False,True,Bovine placenta,Fungi
Lichtheimia corymbifera,32624,Lichtheimia corymbifera,74-3730 ,BSL 2,False,,False,True,Bovine placenta,Fungi
Lichtheimia corymbifera,22748,Lichtheimia corymbifera,NRRL 1561 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22750,Lichtheimia corymbifera,NRRL 1592 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22746,Lichtheimia corymbifera,NRRL 1335 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22747,Lichtheimia corymbifera,NRRL 1516 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22745,Lichtheimia corymbifera,NRRL 1334 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22744,Lichtheimia corymbifera,NRRL 1333 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22742,Lichtheimia corymbifera,NRRL 1318 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,22743,Lichtheimia corymbifera,NRRL 1331 ,BSL 1,False,,False,True,,Fungi
Lichtheimia corymbifera,14049,Lichtheimia corymbifera,2055,BSL 2,False,,False,True,Laboratory mouse,Fungi
Lichtheimia corymbifera,22749,Lichtheimia corymbifera,NRRL 1590 ,BSL 1,False,,False,False,,Fungi
Scedosporium apiospermum,24048,Scedosporium apiospermum,70/VH ,BSL 2,False,,False,True,Corneal ulcer in 41-year-old man,Fungi
Scedosporium apiospermum,46173,Scedosporium apiospermum,"SM 1007 [IFO 31146, NCPH 2264]",BSL 2,False,,False,True,Spinal fluid,Fungi
Scedosporium apiospermum,9468,Scedosporium apiospermum,IOC 1603 [Leao 1603],BSL 2,False,,False,True,,Fungi
Scedosporium apiospermum,48398,Scedosporium apiospermum,M16 ,BSL 2,False,,False,True,Waste compost ,Fungi
Scedosporium apiospermum,56034,Scedosporium apiospermum,813 [22029],BSL 2,False,,False,True,Cerebral abscess,Fungi
Scedosporium apiospermum,56033,Scedosporium apiospermum,806,BSL 2,False,,False,True,Brain and spinal fluid of child with meningitis,Fungi
Scedosporium apiospermum,56035,Scedosporium apiospermum,815 [68-15843],BSL 2,False,,False,True,Knee abscess,Fungi
Scedosporium apiospermum,9258,Scedosporium apiospermum,8203,BSL 2,False,,False,True,Mycetoma,Fungi
Scedosporium apiospermum,28256,Scedosporium apiospermum,VH/1781/68 ,BSL 2,False,,False,True,Discharge following mastoidectomy and removal of polyp in ear canal,Fungi
Scedosporium apiospermum,28257,Scedosporium apiospermum,VH/14898/74 ,BSL 2,False,,False,True,Femoral vein and artery,Fungi
Scedosporium apiospermum,MYA-3635,Scedosporium apiospermum,SC2 ,BSL 1,True,https://genomes.atcc.org/genomes/c90f3bc70dd24093,False,True,,Fungi
Scedosporium apiospermum,MYA-2815,Scedosporium apiospermum,TB ,BSL 1,False,,False,True,Peat compost,Fungi
Scedosporium apiospermum,20091,Scedosporium apiospermum,653,BSL 2,False,,False,False,Soil,Fungi
Scedosporium apiospermum,MYA-4827,Scedosporium apiospermum,ZE-BA/MT,BSL 2,False,,False,True,Sputum of patient with cystic fibrosis; isolated December 2007,Fungi
Scedosporium apiospermum,MYA-4768,Scedosporium apiospermum,2-3274,BSL 2,False,,False,True,Lung tissue; isolated January 2009,Fungi
Scedosporium apiospermum,24132,Scedosporium apiospermum,313/11/71 ,BSL 2,False,,False,False,"Mycetoma of foot, 13-year-old female, Gilbert and Ellice Islands",Fungi
Exophiala dermatitidis,66773,Exophiala dermatitidis,DCU 845 ,BSL 2,False,,False,True,Tofu,Fungi
Exophiala dermatitidis,44503,Exophiala dermatitidis,JL-2 [Mel-2],BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,44502,Exophiala dermatitidis,JL-1 [Mel-1],BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,46435,Exophiala dermatitidis,SM 1518 ,BSL 2,False,,False,True,Chlomomycosis,Fungi
Exophiala dermatitidis,46434,Exophiala dermatitidis,SM 1519 ,BSL 2,False,,False,True,Chlomomycosis,Fungi
Exophiala dermatitidis,76088,Exophiala dermatitidis,OMH-F 9191.89,BSL 2,False,,False,True,Clinical isolate from patient from Mauritius,Fungi
Exophiala dermatitidis,76204,Exophiala dermatitidis,UN/MCB/M/219 ,BSL 1,False,,False,True,,Fungi
Exophiala dermatitidis,44504,Exophiala dermatitidis,JL-3 [Mel-3],BSL 2,False,,False,True,Albino mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,42053,Exophiala dermatitidis,109,BSL 2,False,,False,True,"Spleen of bat, Myotis albescens",Fungi
Exophiala dermatitidis,58059,Exophiala dermatitidis,Mel 5 ,BSL 2,False,,False,True,Albino mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,58060,Exophiala dermatitidis,Mel 6 ,BSL 2,False,,False,True,Albino mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,58058,Exophiala dermatitidis,Mel-4 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,46781,Exophiala dermatitidis,Mc 13/73 ,BSL 2,False,,False,True,,Fungi
Exophiala dermatitidis,28869,Exophiala dermatitidis,"CBS 207.35 [IFO 6421, IMI 93967, NBRC 6421, NCPF 2422]",BSL 2,False,,True,True,Face,Fungi
Exophiala dermatitidis,38715,Exophiala dermatitidis,Mc2 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,38714,Exophiala dermatitidis,Mc1 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,38716,Exophiala dermatitidis,Mc3 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100,Fungi
Exophiala dermatitidis,MYA-1385,Exophiala dermatitidis,VPCI 65 ,BSL 2,False,,False,True,Isolated January 2000,Fungi
Exophiala dermatitidis,MYA-889,Exophiala dermatitidis,WdChs1deltaWdChs2deltaWdChs3delta-2 ,BSL 2,False,,False,True,"Mutant derived from ATCC 34100 by disruption of WdCHS1, WdCHS2, and WdCHS3",Fungi
Exophiala dermatitidis,MYA-886,Exophiala dermatitidis,WdChs3delta-1 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100 by disruption of WdCHS3,Fungi
Exophiala dermatitidis,MYA-888,Exophiala dermatitidis,WdChs4delta-1 ,BSL 2,False,,False,True,Mutant derived from ATCC 34100 by disruption of WdCHS4,Fungi
Exophiala dermatitidis,MYA-885,Exophiala dermatitidis,Hf1WdChs3delta-1 ,BSL 2,False,,False,True,Mutant derived from strain Hf1 (a temperature-sensitive Mutant of ATCC 34100) by disruption of WdCHS3,Fungi
Exophiala dermatitidis,MYA-887,Exophiala dermatitidis,WdChs1deltaWdChs2delta-GB ,BSL 2,False,,False,True,Mutant derived from ATCC 34100 by disruption of WdCHS1 and WdCHS2,Fungi
Exophiala dermatitidis,MYA-884,Exophiala dermatitidis,Mc3WdChs3delta-1 ,BSL 2,False,,False,True,Mutant derived from ATCC 38716 by disruption of WdCHS3,Fungi
Exophiala dermatitidis,34100,Exophiala dermatitidis,"8656 [CBS 525.76, NIH/UT8656]",BSL 2,True,https://genomes.atcc.org/genomes/6f51498a200a4edb,False,True,,Fungi
Exophiala dermatitidis,26653,Exophiala dermatitidis,88,BSL 2,False,,False,True,Culture,Fungi
Exophiala dermatitidis,PTS-28869,Exophiala dermatitidis,"CBS 207.35 [IFO 6421, IMI 93967, NCPF 2422]",BSL 2,False,,True,False,Face,Fungi
Exophiala dermatitidis,201306,Exophiala dermatitidis,BMU 3271 ,BSL 2,False,,False,True,Skin,Fungi
Exophiala dermatitidis,201305,Exophiala dermatitidis,,BSL 2,False,,False,True,human cerebrospinal fluid,Fungi
Sporothrix schenckii,26408,Sporothrix schenckii,,BSL 2,False,,False,True,"joint fluid, yeast form, post-treatment isolate",Fungi
Sporothrix schenckii,201680,Sporothrix schenckii,JA-3 ,BSL 2,False,,False,True,Cutaneous lesion on a dog,Fungi
Sporothrix schenckii,201681,Sporothrix schenckii,JAT-6 ,BSL 2,False,,False,True,Subcutaneous abscess in diabetic patient with disseminated sporotrichosis,Fungi
Sporothrix schenckii,201679,Sporothrix schenckii,JA-2 ,BSL 2,False,,False,True,Lymphocutaneous tissue,Fungi
Sporothrix schenckii,14805,Sporothrix schenckii,Cohen ,BSL 2,False,,False,True,Lymphangitis of hand and arm,Fungi
Sporothrix schenckii,14804,Sporothrix schenckii,Fossler ,BSL 2,False,,False,True,Lymphangitis of hand and arm,Fungi
Sporothrix schenckii,14096,Sporothrix schenckii,IM Hu 326 [CBS 356.29],BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,58251,Sporothrix schenckii,de Perez 2211183 ,BSL 2,True,https://genomes.atcc.org/genomes/ab355d00a18f4102,False,True,Clinical isolate,Fungi
Sporothrix schenckii,7968,Sporothrix schenckii,105,BSL 2,False,,False,True,,Fungi
Sporothrix schenckii,8307,Sporothrix schenckii,,BSL 2,False,,False,True,Sporotrichosis,Fungi
Sporothrix schenckii,6243,Sporothrix schenckii,Williams ,BSL 2,False,,False,True,,Fungi
