species,atcc_number,accepted_name,strain_designation,biosafety_level,has_genome,genome_url,type_strain,web_available,isolation_source,category
Comamonas testosteroni,17410,Comamonas testosteroni,28 [KA14-2],BSL 1,False,,False,False,Soil,Bacteria
Comamonas testosteroni,17407,Comamonas testosteroni,25 [IAM 1123],BSL 1,False,,False,False,Soil,Bacteria
Comamonas testosteroni,55744,Comamonas testosteroni,5-MGAM-4D,BSL 1,False,,False,False,,Bacteria
Comamonas testosteroni,53716,Comamonas testosteroni,132.6,BSL 1,False,,False,False,Soil,Bacteria
Comamonas testosteroni,39525,Comamonas testosteroni,DBT4,BSL 1,False,,False,False,Soil,Bacteria
Comamonas testosteroni,39523,Comamonas testosteroni,DBT2,BSL 1,False,,False,False,Soil,Bacteria
Comamonas testosteroni,PTA-1853,Comamonas testosteroni,22-1,BSL 1,False,,False,False,,Bacteria
Comamonas testosteroni,17510,Comamonas testosteroni,138 [FD-30],BSL 1,False,,False,True,Soil,Bacteria
Comamonas testosteroni,15666,Comamonas testosteroni,"2169 [L.E. den Dooren de Jong 31, R.Y. Stanier 16]",BSL 1,True,https://genomes.atcc.org/genomes/0809cf7b3112405d,False,True,Soil,Bacteria
Comamonas testosteroni,15667,Comamonas testosteroni,"2168 [L.E. den Dooren de Jong 21, R.Y. Stanier 15]",BSL 1,False,,False,True,Soil,Bacteria
Roseomonas mucosa,BAA-3210,Roseomonas mucosa,RSM2015,BSL 1,True,https://genomes.atcc.org/genomes/833dd80ad10349a3,False,True,Skin of a healthy human,Bacteria
Roseomonas mucosa,BAA-692,Roseomonas mucosa,MDA 5527 [NCTC 13291],BSL 2,True,https://genomes.atcc.org/genomes/783e3d1c04bd4224,True,True,"Blood culture performed at University of Texas M.D. Anderson Cancer Center; isolated January 18, 2000",Bacteria
Ochrobactrum anthropi,49237,Ochrobactrum anthropi,SCRC C1-38,BSL 1,False,,False,True,Soil,Bacteria
Ochrobactrum anthropi,49187,Ochrobactrum anthropi,"NCTC 12169 [CDC A8409, CL 361/73, LMG 394]",BSL 1,False,,False,True,Exudate,Bacteria
Ochrobactrum anthropi,55855,Ochrobactrum anthropi,2906.E7,BSL 1,False,,False,False,,Bacteria
Ochrobactrum anthropi,55846,Ochrobactrum anthropi,2906.G1,BSL 1,False,,False,False,,Bacteria
Ochrobactrum anthropi,BAA-749,Brucella anthropi,"Vitek 109243 [API 8206095, NSB 1821]",BSL 1,True,https://genomes.atcc.org/genomes/48508f2260984b89,False,True,,Bacteria
Ochrobactrum anthropi,BAA-749-MINI-PACK,Brucella anthropi,"Vitek 109243 [API 8206095, NSB 1821]",BSL 1,True,https://genomes.atcc.org/genomes/48508f2260984b89,False,False,,Bacteria
Ochrobactrum anthropi,49188,Brucella anthropi,"NCTC 12168 [CIP 14970, CIP 82.115, CL 350/82, LMG 3331]",BSL 2,True,https://genomes.atcc.org/genomes/e0eef189b7204bd2,True,True,,Bacteria
Ochrobactrum anthropi,49687,Brucella anthropi,Biolog 1185 [5085],BSL 1,False,,False,True,,Bacteria
Ochrobactrum anthropi,21909,Brucella anthropi,M-30-M,BSL 1,False,,False,False,Oil-contaminated beach sample,Bacteria
Ochrobactrum anthropi,19286,Brucella anthropi,A-405,BSL 1,False,,False,False,Soil containing hydrocarbons,Bacteria
Ochrobactrum anthropi,29243,Brucella anthropi,IFO 13694,BSL 1,False,,False,True,Air,Bacteria
Eikenella corrodens,23834,Eikenella corrodens,333/54-55,BSL 2,True,https://genomes.atcc.org/genomes/6d6faa094fca4ddf,True,True,Sputum; Dept. of Health and Environmental Control,Bacteria
Eikenella corrodens,BAA-1152,Eikenella corrodens,Vitek #101889 [NSB #81355],BSL 2,True,https://genomes.atcc.org/genomes/a39702c057384864,False,True,Clinical specimen,Bacteria
Eikenella corrodens,BAA-1152-MINI-PACK,Eikenella corrodens,Vitek #101889 [NSB #81355],BSL 2,False,,False,True,Clinical specimen,Bacteria
Eikenella corrodens,51724,Eikenella corrodens,CCUG 29131 [PHL B2093],BSL 2,True,https://genomes.atcc.org/genomes/05ea155edee84641,False,True,Blood,Bacteria
Eikenella corrodens,43278,Eikenella corrodens,,BSL 2,True,https://genomes.atcc.org/genomes/9f7343f0acdf44b5,False,True,Intraabdominal abscess,Bacteria
Kingella kingae,23331,Kingella kingae,2941 [NCTC 10745],BSL 2,True,https://genomes.atcc.org/genomes/6c0d170699d34c6a,False,True,Blood,Bacteria
Kingella kingae,23330,Kingella kingae,"4177/66 [CCUG 352, CIP 80.16, DSM 7536, NCTC 10529]",BSL 2,True,https://genomes.atcc.org/genomes/4233abc7a47a4737,True,True,Nose,Bacteria
Kingella kingae,23332,Kingella kingae,5530 [NCTC 10746],BSL 2,True,https://genomes.atcc.org/genomes/6f7e168ed05b4d79,False,True,Blood,Bacteria
Cardiobacterium hominis,14900,Cardiobacterium hominis,"Group II-D, 6815",BSL 2,False,,False,True,Patient with endocarditis,Bacteria
Cardiobacterium hominis,29308,Cardiobacterium hominis,CDC D3490,BSL 2,False,,False,True,Blood,Bacteria
Cardiobacterium hominis,29309,Cardiobacterium hominis,CDC C7014,BSL 2,False,,False,True,Blood,Bacteria
Cardiobacterium hominis,29310,Cardiobacterium hominis,CDC B7188,BSL 2,False,,False,True,Blood,Bacteria
Cardiobacterium hominis,29311,Cardiobacterium hominis,CDC C7913,BSL 2,False,,False,True,Blood,Bacteria
Cardiobacterium hominis,15826,Cardiobacterium hominis,6573 [NCTC 10426],BSL 2,True,https://genomes.atcc.org/genomes/ebb0661dd45b4fbd,True,True,Blood,Bacteria
Cardiobacterium hominis,15827,Cardiobacterium hominis,6574 [NCTC 10427],BSL 2,False,,False,False,Throat,Bacteria
Capnocytophaga canimorsus,35979,Capnocytophaga canimorsus,"CDC 7120 [2340-2-61, CIP 103936]",BSL 2,True,https://genomes.atcc.org/genomes/1d112e1701c44621,True,True,Blood,Bacteria
Capnocytophaga canimorsus,35978,Capnocytophaga canimorsus,CDC C8936 [324-1-74],BSL 2,False,,False,True,Blood,Bacteria
Capnocytophaga ochracea,27872,Capnocytophaga ochracea,VPI 2845 [SS31],BSL 2,True,https://genomes.atcc.org/genomes/fee05e2f25ac4a9e,True,True,Oral cavity,Bacteria
Capnocytophaga ochracea,33596,Capnocytophaga ochracea,25,BSL 2,False,,False,True,Periodontal lesion,Bacteria
Streptobacillus moniliformis,14647,Streptobacillus moniliformis,"[9901, DSM 12112, NCTC 10651]",BSL 2,True,https://www.atcc.org/Products/All/14647,True,True,Human with rat-bite fever,Bacteria
Streptobacillus moniliformis,14075,Streptobacillus moniliformis,L 1 Rat 30,BSL 2,False,,False,True,Derived from existing strain,Bacteria
Streptobacillus moniliformis,49940,Streptobacillus moniliformis,K,BSL 2,False,,False,True,Otitis media of laboratory rats,Bacteria
Streptobacillus moniliformis,49567,Streptobacillus moniliformis,747,BSL 2,False,,False,True,Septic arthritis of hock joint of C57BL/6 Han mouse,Bacteria
Streptobacillus moniliformis,49480,Streptobacillus moniliformis,Bb 7372/89,BSL 2,False,,False,True,Blood,Bacteria
Streptobacillus moniliformis,27747,Streptobacillus moniliformis,120-jt,BSL 2,False,,False,True,Turkey joint,Bacteria
Streptobacillus moniliformis,25860,Streptobacillus moniliformis,MLS [ML5],BSL 2,False,,False,True,,Bacteria
Streptobacillus moniliformis,25373,Streptobacillus moniliformis,Guest,BSL 2,False,,False,True,Laboratory rat-bite infection,Bacteria
Rothia mucilaginosa,49042,Rothia mucilaginosa,CCM 2487 [2852/68],BSL 1,True,https://genomes.atcc.org/genomes/20268922b3e44c65,False,True,Bronchial secretion,Bacteria
Rothia mucilaginosa,49040,Rothia mucilaginosa,CCM 2391 [3-58],BSL 1,True,https://genomes.atcc.org/genomes/15a89fadd572475f,False,True,Tongue,Bacteria
Rothia mucilaginosa,49041,Rothia mucilaginosa,CCM 2393 [3],BSL 1,True,https://genomes.atcc.org/genomes/56158c93e3c24f9f,False,True,Tongue,Bacteria
Rothia mucilaginosa,25296,Rothia mucilaginosa,"5762/67 [CCM 2417, DSM 20746, NCTC 10663, PCM 2415]",BSL 1,True,https://genomes.atcc.org/genomes/6d106fed56314878,True,True,Pharynx,Bacteria
Rothia mucilaginosa,PTS-49040,Rothia mucilaginosa,CCM 2391 [3-58],BSL 1,False,,False,False,Tongue,Bacteria
Rothia dentocariosa,14189,Rothia dentocariosa,24.2A,BSL 1,False,,False,True,Oral cavity,Bacteria
Rothia dentocariosa,14191,Rothia dentocariosa,30.11A1,BSL 1,False,,False,True,Oral cavity,Bacteria
Rothia dentocariosa,14190,Rothia dentocariosa,24.6A,BSL 1,False,,False,True,Oral cavity,Bacteria
Rothia dentocariosa,BAA-907,Rothia dentocariosa,C5560,BSL 2,False,,False,True,Sputum (clinical specimen),Bacteria
Rothia dentocariosa,31919,Rothia dentocariosa,Howland rough,BSL 1,False,,False,True,Nasopharynx of a healthy human,Bacteria
Rothia dentocariosa,31918,Rothia dentocariosa,Howland smooth,BSL 1,False,,False,True,Nasopharynx of a healthy human,Bacteria
Rothia dentocariosa,17931,Rothia dentocariosa,CDC X599 [XDIA],BSL 1,True,https://genomes.atcc.org/genomes/75b21b7752264c52,True,True,Carious teeth,Bacteria
Rothia dentocariosa,19426,Rothia dentocariosa,NCTC 10207 [B 61],BSL 1,False,,False,True,,Bacteria
Gemella haemolysans,10379,Gemella haemolysans,"NCTC 5414 [CCUG 37985, CIP 101126, LMG 18984, NCTC 12968]",BSL 1,True,https://genomes.atcc.org/genomes/85a99111b1224306,True,True,,Bacteria
Gemella morbillorum,27824,Gemella morbillorum,VPI 5424 [2917B],BSL 2,True,https://genomes.atcc.org/genomes/7b659b719e624e04,True,True,,Bacteria
Granulicatella adiacens,43205,Granulicatella adiacens,MC 2220,BSL 2,True,https://genomes.atcc.org/genomes/37afab72b43e4b56,False,True,Blood,Bacteria
Granulicatella adiacens,49175,Granulicatella adiacens,"GaD [CIP 103243, DSM 9848]",BSL 2,True,https://genomes.atcc.org/genomes/28973c0388734a84,True,True,"Throat flora, urine, and blood of patients with endocarditis",Bacteria
Abiotrophia defectiva,700209,Abiotrophia defectiva,CIP 103893 [PE7],BSL 2,True,https://genomes.atcc.org/genomes/a0ca6b22c5e641bc,False,True,Blood,Bacteria
Abiotrophia defectiva,49176,Abiotrophia defectiva,SC10 [CIP 103242],BSL 2,True,https://genomes.atcc.org/genomes/130252a15510442f,True,True,Blood of bacterial endocarditis patient,Bacteria
Erysipelothrix rhusiopathiae,11917,Erysipelothrix rhusiopathiae,,BSL 2,False,,False,True,Phalangeal joint of pig,Bacteria
Erysipelothrix rhusiopathiae,11916,Erysipelothrix rhusiopathiae,,BSL 2,False,,False,True,Animal blood,Bacteria
Erysipelothrix rhusiopathiae,10735,Erysipelothrix rhusiopathiae,422-1,BSL 2,True,https://genomes.atcc.org/genomes/a875db18418c4a37,False,True,,Bacteria
Erysipelothrix rhusiopathiae,10734,Erysipelothrix rhusiopathiae,M3LP3,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35456,Erysipelothrix rhusiopathiae,Tanzania III,BSL 2,True,https://genomes.atcc.org/genomes/d6cbf3a37c544323,False,True,"Parrot, Agapornis personata",Bacteria
Erysipelothrix rhusiopathiae,35427,Erysipelothrix rhusiopathiae,Bano 36,BSL 2,True,https://genomes.atcc.org/genomes/b6a4c9b197b94827,False,True,Sheep dip,Bacteria
Erysipelothrix rhusiopathiae,35424,Erysipelothrix rhusiopathiae,AN-4,BSL 2,True,https://genomes.atcc.org/genomes/28d0eaac2bbc44a6,False,True,,Bacteria
Erysipelothrix rhusiopathiae,49712,Erysipelothrix rhusiopathiae,[CJPT-97],BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,49711,Erysipelothrix rhusiopathiae,[CJSF 14-2],BSL 2,False,,False,True,Fish,Bacteria
Erysipelothrix rhusiopathiae,805,Erysipelothrix rhusiopathiae,BH2,BSL 2,False,,False,True,Skin lesions of swine with erysipelas,Bacteria
Erysipelothrix rhusiopathiae,8139,Erysipelothrix rhusiopathiae,S-1,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35452,Erysipelothrix rhusiopathiae,S-52,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35446,Erysipelothrix rhusiopathiae,P-43,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35461,Erysipelothrix rhusiopathiae,422-1E1,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35463,Erysipelothrix rhusiopathiae,715,BSL 2,False,,False,True,Swine spleen,Bacteria
Erysipelothrix rhusiopathiae,35451,Erysipelothrix rhusiopathiae,SE-9,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35442,Erysipelothrix rhusiopathiae,Pecs 67,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35459,Erysipelothrix rhusiopathiae,Wittling E1,BSL 2,False,,False,True,"Fish, Gadus merlangus",Bacteria
Erysipelothrix rhusiopathiae,35443,Erysipelothrix rhusiopathiae,Pecs 3597,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35458,Erysipelothrix rhusiopathiae,T-131,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35457,Erysipelothrix rhusiopathiae,Tuzok,BSL 2,False,,False,True,"Bird, Otis tarda",Bacteria
Erysipelothrix rhusiopathiae,35449,Erysipelothrix rhusiopathiae,Rotzunge,BSL 2,False,,False,True,"Fish, Pleuronectes cynoglossus",Bacteria
Erysipelothrix rhusiopathiae,35460,Erysipelothrix rhusiopathiae,IV-12/8,BSL 2,True,https://genomes.atcc.org/genomes/fdb31fccceb842b0,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35464,Erysipelothrix rhusiopathiae,2017,BSL 2,False,,False,True,Swine spleen,Bacteria
Erysipelothrix rhusiopathiae,35435,Erysipelothrix rhusiopathiae,Iszap 4,BSL 2,False,,False,True,Pond mud from Budapest Zoo,Bacteria
Erysipelothrix rhusiopathiae,35447,Erysipelothrix rhusiopathiae,P-92,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35432,Erysipelothrix rhusiopathiae,E1-6P,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35462,Erysipelothrix rhusiopathiae,545,BSL 2,True,https://genomes.atcc.org/genomes/3dd31d10da44404b,False,True,Swine spleen,Bacteria
Erysipelothrix rhusiopathiae,35454,Erysipelothrix rhusiopathiae,S-66,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35444,Erysipelothrix rhusiopathiae,P-23,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35455,Erysipelothrix rhusiopathiae,S-192,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35465,Erysipelothrix rhusiopathiae,2553,BSL 2,False,,False,True,Swine spleen,Bacteria
Erysipelothrix rhusiopathiae,35453,Erysipelothrix rhusiopathiae,S-61,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35448,Erysipelothrix rhusiopathiae,P-190,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35438,Erysipelothrix rhusiopathiae,ME-7,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35450,Erysipelothrix rhusiopathiae,R32E11,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35445,Erysipelothrix rhusiopathiae,P-32,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35429,Erysipelothrix rhusiopathiae,B4,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35437,Erysipelothrix rhusiopathiae,Lengyel P [P],BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35434,Erysipelothrix rhusiopathiae,HC-585,BSL 2,False,,False,True,Commercial hog cholera virus,Bacteria
Erysipelothrix rhusiopathiae,35439,Erysipelothrix rhusiopathiae,MEW 22N/5,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35440,Erysipelothrix rhusiopathiae,NF-4E1,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35441,Erysipelothrix rhusiopathiae,Pecs 9,BSL 2,False,,False,True,Swine tonsil,Bacteria
Erysipelothrix rhusiopathiae,35433,Erysipelothrix rhusiopathiae,Goda,BSL 2,False,,False,True,"Black-tailed godwit, Limosa limosa",Bacteria
Erysipelothrix rhusiopathiae,35428,Erysipelothrix rhusiopathiae,Bano 107,BSL 2,False,,False,True,Sheep dip,Bacteria
Erysipelothrix rhusiopathiae,35436,Erysipelothrix rhusiopathiae,Kaparek,BSL 2,False,,False,True,Fish,Bacteria
Erysipelothrix rhusiopathiae,35430,Erysipelothrix rhusiopathiae,Doggerscharbe,BSL 2,False,,False,True,"Fish, Drepanopsetta platessoides",Bacteria
Erysipelothrix rhusiopathiae,35426,Erysipelothrix rhusiopathiae,A 360,BSL 2,False,,False,True,Swine,Bacteria
Erysipelothrix rhusiopathiae,35431,Erysipelothrix rhusiopathiae,EW-2,BSL 2,False,,False,True,,Bacteria
Erysipelothrix rhusiopathiae,35425,Erysipelothrix rhusiopathiae,AVR-9,BSL 2,False,,False,False,,Bacteria
Erysipelothrix rhusiopathiae,19414,Erysipelothrix rhusiopathiae,NCTC 8163 [alpha-P15],BSL 2,True,https://genomes.atcc.org/genomes/dea99b89934a45ed,True,True,Spleen of pig with endocarditis,Bacteria
Arcanobacterium haemolyticum,9345,Arcanobacterium haemolyticum,"11018 [IFO 15585, NCTC 8452]",BSL 2,True,https://genomes.atcc.org/genomes/0166f53805764e2e,True,True,,Bacteria
Arcanobacterium haemolyticum,BAA-1784,Arcanobacterium haemolyticum,Vitek 1656,BSL 2,True,https://genomes.atcc.org/genomes/ebbde2d9edf7495c,False,True,Clinical isolate by University of Chicago,Bacteria
Arcanobacterium haemolyticum,BAA-1784-MINI-PACK,Arcanobacterium haemolyticum,Vitek 1656,BSL 2,False,,False,False,Clinical isolate by University of Chicago,Bacteria
Trueperella pyogenes,33157,Trueperella pyogenes,5,BSL 2,True,https://genomes.atcc.org/genomes/673513dc863c4453,False,True,Sheep,Bacteria
Trueperella pyogenes,19411,Trueperella pyogenes,"NCTC 5224 [84, C-100, DSM 20630]",BSL 2,True,https://genomes.atcc.org/genomes/3932399928034ac4,True,True,Pig,Bacteria
Helcococcus kunzii,51366,Helcococcus kunzii,"NCFB 2900 [IFO 15552, CCUG 32213, CIP 103932, DSM 10548, LMG 15123, NCIMB 702900]",BSL 1,True,https://genomes.atcc.org/genomes/47e7882bb6ba4dc7,True,True,Wound,Bacteria
Gordonia bronchialis,29749,Gordonia bronchialis,PN-bb,BSL 2,False,,False,True,,Bacteria
Gordonia bronchialis,25592,Gordonia bronchialis,3410 (Ohba) [NCTC 10667],BSL 2,True,https://genomes.atcc.org/genomes/9cd93ae9d8464585,True,True,Sputum of woman with cavitary disease of both upper lungs,Bacteria
Tsukamurella paurometabola,8368,Tsukamurella paurometabola,[DSM 20162],BSL 1,True,https://genomes.atcc.org/genomes/48632a1c774a4a92,True,True,,Bacteria
Tsukamurella paurometabola,15530,Tsukamurella paurometabola,WO-199,BSL 1,False,,False,False,Soil,Bacteria
Tsukamurella paurometabola,25938,Tsukamurella paurometabola,"3462 [N663, NCTC 10741]",BSL 2,True,https://genomes.atcc.org/genomes/32d3e715c8b74c87,False,True,Sputum; Dept. of Health and Environmental Control,Bacteria
Dietzia maris,BAA-2388,Dietzia maris,,BSL 1,True,https://genomes.atcc.org/genomes/f83138b734af417a,False,True,,Bacteria
Dietzia maris,35013,Dietzia maris,"IMV 195 [AUCNM A-593, DSM 43672, JCM 6166]",BSL 1,False,,True,True,Soil,Bacteria
Finegoldia magna,14955,Finegoldia magna,BU,BSL 1,True,https://genomes.atcc.org/genomes/84d95447a6c84bee,False,True,Draining sinus,Bacteria
Finegoldia magna,29328,Finegoldia magna,WAL2508 [DSM 20470],BSL 1,True,https://genomes.atcc.org/genomes/deae1e5368a54e1b,False,True,Abdominal wound,Bacteria
Finegoldia magna,53516,Finegoldia magna,312,BSL 1,False,,False,True,Vaginal discharge,Bacteria
Finegoldia magna,14956,Finegoldia magna,U3,BSL 1,False,,False,False,Postpartum uterus,Bacteria
Finegoldia magna,15794,Finegoldia magna,"2974 [ATCC 14904, DSM 20470, GIFU 7629, NCTC 11804]",BSL 1,True,https://genomes.atcc.org/genomes/0b529b3d2fa64ab4,True,True,Cystitis,Bacteria
Anaerococcus vaginalis,51170,Anaerococcus vaginalis,"JCM 8138 [GIFU 12669, GIFU 7732]",BSL 1,True,https://genomes.atcc.org/genomes/d7352e6d1ea14027,True,True,Ovarian abscess,Bacteria
Eggerthella lenta,43055,Eggerthella lenta,MSMC 77-67 [CIP 104211],BSL 1,True,https://genomes.atcc.org/genomes/0df64119a0184259,False,True,Abdominal wound,Bacteria
Eggerthella lenta,25559,Eggerthella lenta,"VPI 0255 [1899B, DSM 2243, JCM 9979, NCTC 11813]",BSL 1,True,https://genomes.atcc.org/genomes/e67b5b15b9f14879,True,True,Rectal tumor,Bacteria
Bilophila wadsworthia,49260,Bilophila wadsworthia,WAL 7959 [Lab 88-130H],BSL 2,True,https://genomes.atcc.org/genomes/2aa000d6efef4f31,True,True,Perforated appendiceal abscess,Bacteria
Bilophila wadsworthia,51580,Bilophila wadsworthia,WAL 8571,BSL 2,True,https://genomes.atcc.org/genomes/cef5861324fc44ac,False,True,Abdominal fluid,Bacteria
Bilophila wadsworthia,51581,Bilophila wadsworthia,WAL 9077,BSL 2,False,,False,True,Abdominal fluid,Bacteria
Mobiluncus curtisii,35241,Mobiluncus curtisii,BV 345-16,BSL 1,True,https://genomes.atcc.org/genomes/45b6ff97ca584e91,True,True,Vagina,Bacteria
Mobiluncus curtisii,51333,Mobiluncus curtisii,CNCTC An 17/88 [L1599],BSL 1,True,https://genomes.atcc.org/genomes/e298b94aa6734da3,False,True,Vaginal secretions,Bacteria
Mobiluncus curtisii,43063,Mobiluncus curtisii,V125 [DSM 2711],BSL 2,False,,False,True,Vaginal secretions,Bacteria
Mobiluncus curtisii,35242,Mobiluncus curtisii,BV 376-6,BSL 1,False,,True,True,Vagina,Bacteria
Fannyhessea vaginae,BAA-55,Fannyhessea vaginae,"CCUG 38953 [CIP 106431, DSM 15829]",BSL 1,True,https://genomes.atcc.org/genomes/6849c842fff34cc8,True,True,Vaginal flora from healthy woman,Bacteria
Alistipes putredinis,29800,Alistipes putredinis,"VPI 3293 [1Ando, CCUG 45780, CIP 104286, DSM 17216]",BSL 2,True,https://genomes.atcc.org/genomes/a7cab2d63ef84885,True,True,Feces,Bacteria
Odoribacter splanchnicus,29572,Odoribacter splanchnicus,NCTC 10825 [1651/6],BSL 2,True,https://genomes.atcc.org/genomes/06e841af4261485b,True,True,Abdominal abscess,Bacteria
Sutterella wadsworthensis,51579,Sutterella wadsworthensis,WAL 9799 [DSM 14016],BSL 2,True,https://genomes.atcc.org/genomes/f30f81550f174d11,True,True,Abdominal fluid,Bacteria
Desulfovibrio piger,29098,Desulfovibrio piger,VPI C3-23 [DSM 749],BSL 1,True,https://genomes.atcc.org/genomes/cfb3e783b80d420d,True,True,Feces,Bacteria
Parabacteroides distasonis,8503,Parabacteroides distasonis,[NCTC 11152],BSL 2,True,https://genomes.atcc.org/genomes/0a1687b7faf34e32,True,True,,Bacteria
Parabacteroides distasonis,BAA-1295,Parabacteroides distasonis,Vitek 400127 [NSB 50047],BSL 2,True,https://genomes.atcc.org/genomes/5d5708dbae374be2,False,True,,Bacteria
Parabacteroides distasonis,BAA-1295-MINI-PACK,Parabacteroides distasonis,Vitek 400127 [NSB 50047],BSL 2,False,,False,False,,Bacteria
Akkermansia muciniphila,BAA-2869,Akkermansia muciniphila,m1-15,BSL 1,True,https://genomes.atcc.org/genomes/20ada2cae3484685,False,True,Cecal contents of a thirteen-lined ground squirrel (<em>Ictidomys tridecemlineatus</em>),Bacteria
Akkermansia muciniphila,BAA-835,Akkermansia muciniphila,Muc [CIP 107961],BSL 1,True,https://genomes.atcc.org/genomes/3816bd2cca9f47d2,True,True,Feces,Bacteria
Leptospira interrogans,23605,Leptospira interrogans,MAL 1556,BSL 2,False,,False,True,Gombak River water via hamster inoculation,Bacteria
Leptospira interrogans,23606,Leptospira interrogans,Moulton,BSL 2,False,,False,True,Blood of dog via hamster inoculation,Bacteria
Leptospira interrogans,23478,Leptospira interrogans,Pomona,BSL 2,False,,False,True,,Bacteria
Leptospira interrogans,23470,Leptospira interrogans,Hond Utrecht IV,BSL 2,False,,False,True,Dog,Bacteria
Leptospira interrogans,23610,Leptospira interrogans,MAL 1489,BSL 2,False,,False,True,River water via hamster inoculation,Bacteria
Leptospira interrogans,23603,Leptospira interrogans,MAL 13KKB,BSL 2,False,,False,True,Kidney of Rattus whiteheadi,Bacteria
Leptospira interrogans,23607,Leptospira interrogans,MAL 108,BSL 2,False,,False,True,Freshwater pool via hamster inoculation,Bacteria
Leptospira interrogans,23608,Leptospira interrogans,MAL 198,BSL 2,False,,False,True,Gombak River water via hamster inoculation,Bacteria
Leptospira interrogans,23609,Leptospira interrogans,MLS,BSL 2,False,,False,True,Cattle,Bacteria
Leptospira interrogans,23602,Leptospira interrogans,MAL 1415,BSL 2,False,,False,True,Purified water via hamster inoculation,Bacteria
Leptospira interrogans,23581,Leptospira interrogans,,BSL 2,True,https://genomes.atcc.org/genomes/dfd833ac230a4d1d,False,True,,Bacteria
Leptospira interrogans,23578,Leptospira interrogans,Jez Bratislava,BSL 2,False,,False,True,"Hedgehog, Erinaceus sp.",Bacteria
Leptospira interrogans,23482,Leptospira interrogans,3705,BSL 2,False,,False,True,,Bacteria
Leptospira interrogans,23480,Leptospira interrogans,Salinem,BSL 2,False,,False,True,,Bacteria
Leptospira interrogans,23476,Leptospira interrogans,Akiyami A,BSL 2,False,,False,True,,Bacteria
Leptospira interrogans,43782,Leptospira interrogans,Ictero No.I,BSL 2,True,https://genomes.atcc.org/genomes/5438cd0989584e91,False,True,Blood,Bacteria
Leptospira interrogans,43642,Leptospira interrogans,RGA,BSL 2,True,https://genomes.atcc.org/genomes/039063dede0c46dc,True,True,Human blood via guinea pig; isolated by Uhlenhuth and Fromme,Bacteria
Leptospira interrogans,BAA-1198,Leptospira interrogans serovar Copenhageni,Fiocruz L1-130,BSL 2,True,https://genomes.atcc.org/genomes/71ffd81d4fe44a65,False,True,Patient with leptospirosis; isolated by A Ko,Bacteria
Leptospira interrogans,700257,Leptospira interrogans,SBF 5,BSL 2,False,,False,True,"Ox; isolated August 24, 1988",Bacteria
Treponema denticola,33521,Treponema denticola,11,BSL 1,True,https://genomes.atcc.org/genomes/7444bb089e934406,False,True,Subgingival plaque,Bacteria
Treponema denticola,35405,Treponema denticola,"a [CIP 103919, DSM 14222]",BSL 1,True,https://genomes.atcc.org/genomes/52d4bcd092144a3a,True,True,Periodontal pocket,Bacteria
Treponema denticola,700771,Treponema denticola,OMZ 834 [35M1],BSL 1,False,,False,True,Oral cavity,Bacteria
Treponema denticola,700768,Treponema denticola,OMZ 830 [37H1A1],BSL 1,False,,False,True,Oral cavity,Bacteria
Treponema denticola,35404,Treponema denticola,C [CIP 103920],BSL 1,True,https://genomes.atcc.org/genomes/45d506aa1d514d61,False,True,Periodontal pocket,Bacteria
Treponema denticola,33520,Treponema denticola,W [CIP 103917],BSL 1,True,https://genomes.atcc.org/genomes/a537e178141745a2,False,True,Subgingival plaque,Bacteria
