metric,target_strain,topology,n_peptides,n_pairs,mean,sd,min,q05,q25,median,q75,q95,max,fraction_ge_0_5,fraction_ge_0_7,fraction_ge_0_8,fraction_ge_0_9,fraction_ge_0_95,fraction_ge_1_0
sequence_pid,BAA-3197,linear,12,66,0.16456088731316396,0.07072102052558493,0.03333333333333333,0.06354166666666666,0.10714285714285714,0.16666666666666666,0.21117424242424243,0.2871863799283154,0.34375,0.0,0.0,0.0,0.0,0.0,0.0
sequence_pid,BAA-3197,cyclic,3,3,0.24965493443754314,0.011391084085744699,0.23809523809523808,0.23928571428571427,0.24404761904761904,0.25,0.2554347826086957,0.2597826086956522,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0
sequence_pid,BAA-3170,linear,6,15,0.2038203257494868,0.0821249926152516,0.06060606060606061,0.06334310850439882,0.14912280701754385,0.22580645161290322,0.2583333333333333,0.32042857142857145,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0
sequence_pid,BAA-3170,cyclic,3,3,0.19086247086247088,0.03624114207850858,0.16,0.16218181818181818,0.1709090909090909,0.18181818181818182,0.2062937062937063,0.2258741258741259,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0
morgan_tanimoto,BAA-3197,linear,12,66,0.5698309463459106,0.10461775919382472,0.41732283464566927,0.4314285714285714,0.4976114649681529,0.5447860962566844,0.6219073647871116,0.7838776414954928,0.856,0.7424242424242424,0.15151515151515152,0.030303030303030304,0.0,0.0,0.0
morgan_tanimoto,BAA-3197,cyclic,3,3,0.4870598670940538,0.07408039998164248,0.4394904458598726,0.44046893750576943,0.4443829040893566,0.4492753623188406,0.5108445777111444,0.5600999500249875,0.5724137931034483,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
morgan_tanimoto,BAA-3170,linear,6,15,0.5320697146812245,0.09429242924979277,0.3767123287671233,0.3905999055266887,0.4896727537589095,0.5174825174825175,0.5804199940845903,0.6525667828106851,0.7714285714285715,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0
morgan_tanimoto,BAA-3170,cyclic,3,3,0.5253191777518655,0.04704299716316711,0.4931506849315068,0.4941852667880065,0.4983235942140052,0.5034965034965035,0.5414034241620449,0.571728960694478,0.5793103448275863,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
